t,x,y,yaw,v
8.9000,12.6043,10.4072,0.751181,0.0000
8.9200,12.6053,10.4082,0.751181,0.0000
8.9400,12.6063,10.4091,0.751181,0.0000
8.9600,12.6074,10.4101,0.751181,0.0000
8.9800,12.6084,10.4110,0.751181,0.0000
9.0000,12.6094,10.4120,0.751181,0.0000
9.0200,12.6104,10.4129,0.751181,0.0000
9.0400,12.6114,10.4139,0.751181,0.0000
9.0600,12.6125,10.4149,0.751181,0.0000
9.0800,12.6135,10.4158,0.751181,0.0000
9.1000,12.6145,10.4168,0.751181,0.0000
9.1200,12.6155,10.4177,0.751181,0.0000
9.1400,12.6166,10.4187,0.751181,0.0000
9.1600,12.6176,10.4196,0.751181,0.0000
9.1800,12.6186,10.4206,0.751181,0.0000
9.2000,12.6196,10.4215,0.751181,0.0000
9.2200,12.6207,10.4225,0.751181,0.0000
9.2400,12.6217,10.4235,0.751181,0.0000
9.2600,12.6227,10.4244,0.751181,0.0000
9.2800,12.6237,10.4254,0.751181,0.0000
9.3000,12.6247,10.4263,0.751181,0.0000
9.3200,12.6258,10.4273,0.751181,0.0000
9.3400,12.6268,10.4282,0.751181,0.0000
9.3600,12.6278,10.4292,0.751181,0.0000
9.3800,12.6288,10.4301,0.751181,0.0000
9.4000,12.6299,10.4311,0.751181,0.0000
9.4200,12.6309,10.4321,0.751181,0.0000
9.4400,12.6319,10.4330,0.751181,0.0000
9.4600,12.6329,10.4340,0.751181,0.0000
9.4800,12.6340,10.4349,0.751181,0.0000
9.5000,12.6350,10.4359,0.751181,0.0000
9.5200,12.6360,10.4368,0.751181,0.0000
9.5400,12.6370,10.4378,0.751181,0.0000
9.5600,12.6380,10.4387,0.751181,0.0000
9.5800,12.6391,10.4397,0.751181,0.0000
9.6000,12.6401,10.4407,0.751181,0.0000
9.6200,12.6411,10.4416,0.751181,0.0000
9.6400,12.6421,10.4426,0.751181,0.0000
9.6600,12.6432,10.4435,0.751181,0.0000
9.6800,12.6442,10.4445,0.751181,0.0000
9.7000,12.6452,10.4454,0.751181,0.0000
9.7200,12.6462,10.4464,0.751181,0.0000
9.7400,12.6473,10.4473,0.751181,0.0000
9.7600,12.6483,10.4483,0.751181,0.0000
9.7800,12.6493,10.4493,0.751181,0.0000
9.8000,12.6503,10.4502,0.751181,0.0000
9.8200,12.6514,10.4512,0.751181,0.0000
9.8400,12.6524,10.4521,0.751181,0.0000
9.8600,12.6534,10.4531,0.751181,0.0000
9.8800,12.6544,10.4540,0.751181,0.0000
9.9000,12.6554,10.4550,0.751181,0.0000
9.9200,12.6565,10.4559,0.751181,0.0000
9.9400,12.6575,10.4569,0.751181,0.0000
9.9600,12.6585,10.4579,0.751181,0.0000
9.9800,12.6595,10.4588,0.751181,0.0000
10.0000,12.6606,10.4598,0.751181,0.0000
10.0200,12.6616,10.4607,0.751181,0.0000
10.0400,12.6626,10.4617,0.751181,0.0000
10.0600,12.6636,10.4626,0.751181,0.0000
10.0800,12.6647,10.4636,0.751181,0.0000
10.1000,12.6657,10.4645,0.751181,0.0000
10.1200,12.6667,10.4655,0.751181,0.0000
10.1400,12.6677,10.4665,0.751181,0.0000
10.1600,12.6687,10.4674,0.751181,0.0000
10.1800,12.6698,10.4684,0.751181,0.0000
10.2000,12.6708,10.4693,0.751181,0.0000
10.2200,12.6718,10.4703,0.751181,0.0000
10.2400,12.6728,10.4712,0.751181,0.0000
10.2600,12.6739,10.4722,0.751181,0.0000
10.2800,12.6749,10.4731,0.751181,0.0000
10.3000,12.6759,10.4741,0.751181,0.0000
10.3200,12.6769,10.4751,0.751181,0.0000
10.3400,12.6780,10.4760,0.751181,0.0000
10.3600,12.6790,10.4770,0.751181,0.0000
10.3800,12.6800,10.4779,0.751181,0.0000
10.4000,12.6810,10.4789,0.751181,0.0000
10.4200,12.6820,10.4798,0.751181,0.0000
10.4400,12.6831,10.4808,0.751181,0.0000
10.4600,12.6841,10.4817,0.751181,0.0000
10.4800,12.6851,10.4827,0.751181,0.0000
10.5000,12.6861,10.4837,0.751181,0.0000
10.5200,12.6872,10.4846,0.751181,0.0000
10.5400,12.6882,10.4856,0.751181,0.0000
10.5600,12.6892,10.4865,0.751181,0.0000
10.5800,12.6902,10.4875,0.751181,0.0000
10.6000,12.6913,10.4884,0.751181,0.0000
10.6200,12.6923,10.4894,0.751181,0.0000
10.6400,12.6933,10.4903,0.751181,0.0000
10.6600,12.6943,10.4913,0.751181,0.0000
10.6800,12.6954,10.4923,0.751181,0.0000
10.7000,12.6964,10.4932,0.751181,0.0000
10.7200,12.6974,10.4942,0.751181,0.0000
10.7400,12.6984,10.4951,0.751181,0.0000
10.7600,12.6994,10.4961,0.751181,0.0000
10.7800,12.7005,10.4970,0.751181,0.0000
10.8000,12.7015,10.4980,0.751181,0.0000
10.8200,12.7025,10.4989,0.751181,0.0000
10.8400,12.7035,10.4999,0.751181,0.0000
10.8600,12.7046,10.5009,0.751181,0.0000
10.8800,12.7056,10.5018,0.751181,0.0000
